-24.5 -23.5 -14.1 0.3836965007 5
-24.5 -23.5 6.9 1.960593718 3
-24.5 -23.5 14.1 2.612905652 2
-24.5 -22.5 -12.3 0.4036401146 11
-24.5 -22.5 -7.5 0.2990140314 7
-24.5 -22.5 -0.9 0.6824758986 6
-24.5 -22.5 6.3 0.2224413373 7
-24.5 -21.5 -5.7 0.8112084648 8
-24.5 -21.5 -3.9 1.761794627 5
-24.5 -21.5 -2.1 0.6471165987 4
-24.5 -21.5 3.9 3.48763101 2
-24.5 -20.5 -3.3 0.4734205069 4
-24.5 -20.5 -0.3 1.87441057 6
-24.5 -19.5 -14.1 0.4345774955 12
-24.5 -19.5 -2.7 0.3092088927 7
-24.5 -19.5 -0.3 0.135081493 7
-24.5 -19.5 2.1 0.677976985 8
-24.5 -19.5 11.1 0.9237301194 8
-24.5 -18.5 -11.7 0.3732671584 13
-24.5 -18.5 -11.1 0.5761755234 13
-24.5 -18.5 -8.1 1.383833073 15
-24.5 -18.5 -6.9 0.08945079572 14
-24.5 -18.5 -3.3 0.403996672 11
-24.5 -18.5 3.3 0.9156065182 8
-24.5 -18.5 6.3 0.2189936378 8
-24.5 -17.5 -12.3 0.8032041104 10
-24.5 -17.5 -1.5 0.5325383801 9
-24.5 -17.5 2.1 0.5462868647 7
-24.5 -17.5 9.3 2.035271505 6
-24.5 -16.5 -14.1 0.4048032167 8
-24.5 -16.5 -9.3 0.8903075242 6
-24.5 -16.5 -3.9 1.613330975 3
-24.5 -16.5 -0.9 0.1920958765 6
-24.5 -16.5 0.3 1.956077947 6
-24.5 -16.5 5.1 0.2460456957 5
-24.5 -16.5 7.5 0.6837310141 5
-24.5 -15.5 -9.3 3.001815948 3
-24.5 -15.5 -5.1 0.7002002873 6
-24.5 -15.5 11.7 0.1368778467 4
-24.5 -14.5 -7.5 2.441558763 6
-24.5 -14.5 -5.7 0.2183497308 6
-24.5 -14.5 -1.5 0.7600654033 4
-24.5 -14.5 13.5 0.8922066328 5
-24.5 -13.5 8.1 0.5408929038 6
-24.5 -13.5 11.7 0.1686018065 7
-24.5 -13.5 12.9 0.4849122199 6
-24.5 -12.5 -11.1 1.209526992 12
-24.5 -12.5 -4.5 0.09621905952 9
-24.5 -12.5 2.1 0.04621091801 10
-24.5 -12.5 8.7 0.2456955441 5
-24.5 -12.5 9.3 1.723776608 6
-24.5 -11.5 -6.9 5.035448881 4
-24.5 -11.5 1.5 0.4275837216 6
-24.5 -11.5 2.7 0.671504796 6
-24.5 -11.5 8.7 0.4720259261 6
-24.5 -10.5 -9.3 2.115917453 5
-24.5 -10.5 -3.9 1.942305969 7
-24.5 -10.5 14.7 0.5649359574 5
-24.5 -9.5 -13.5 0.06031943311 3
-24.5 -9.5 -8.1 1.593580565 6
-24.5 -9.5 6.3 2.687844131 4
-24.5 -8.5 -1.5 1.330059289 10
-24.5 -8.5 2.7 0.5003959586 13
-24.5 -8.5 3.3 0.551778579 11
-24.5 -8.5 4.5 1.526828058 10
-24.5 -8.5 8.7 0.7353813955 8
-24.5 -7.5 -13.5 0.4087188767 15
-24.5 -7.5 -12.9 0.6242050742 16
-24.5 -7.5 -12.3 0.1745962693 15
-24.5 -7.5 -7.5 0.2869673887 12
-24.5 -7.5 -5.7 0.5286789786 9
-24.5 -7.5 -5.1 0.5027052395 9
-24.5 -7.5 3.9 0.1979974079 10
-24.5 -7.5 6.3 0.868347888 9
-24.5 -7.5 12.3 0.1316464317 9
-24.5 -6.5 -11.1 0.5621163287 11
-24.5 -6.5 -0.3 1.106673847 6
-24.5 -6.5 5.1 0.2988421567 7
-24.5 -6.5 9.9 0.2140451248 10
-24.5 -5.5 -14.7 0.2044334511 10
-24.5 -5.5 -12.3 0.2792472029 10
-24.5 -5.5 -6.9 0.2314116189 12
-24.5 -5.5 -0.9 0.6490347131 9
-24.5 -5.5 1.5 0.1471330759 9
-24.5 -5.5 13.5 0.05862485456 6
-24.5 -4.5 -11.1 0.7951760568 10
-24.5 -4.5 -8.1 0.6464670142 9
-24.5 -4.5 10.5 0.6799305218 5
-24.5 -4.5 11.1 1.049835601 5
-24.5 -3.5 -14.1 0.076694296 13
-24.5 -3.5 -11.7 0.2374457262 12
